ID,Label,Favorites
13068,Aditi Tahiti,0
13861,ADJ,0
17256,admiral bellybutton,0
9043,Admiral Radley,1
13567,Admn Bldg,0
18753,Adolina,1
2929,Adolph Gluck,0
17483,Adoption,0
18886,Adrian Beentjes,1
15965,"Adrian Beentjes, Anthony Donovan, Jaan Patterson",1
13649,"Adrian Beentjes, David Cunliffe, Anthony Donovan and Hopek Quirin",0
20742,Adrian Belew,2
12788,Adrian Carter,0
17554,Adrian Chevalier,0
17555,Adrian Chevalier & Evgenia Pavlova,0
17636,Adrian Juarez,0
20854,Adrianna Krikl,2
11887,Adriano Orru,2
18652,adriano orrù,0
3673,Adrien Barbobott,0
13720,Adubter,2
16524,ADVAETA,1
4978,Advantage Music Group,0
4986,Advantage Music Group Presents:,0
14420,Advent Chamber Orchestra,48
2130,Adventure Time,8
8545,Adviruz,2
6421,AEED,0
3612,aelters / sagan,1
3877,Aemae,0
17982,Aenedra,1
15745,AER20-200,0
17235,Aerologic,0
16797,Aerosol Constellations,0
3722,Aerotrio,0
8767,Aesis,0
4972,Aesthetics Crew,0
10143,Aethyr,4
13941,Afrika Pseudobruitismus,2
20876,Afrika Pseudobrutismus,0
18305,Afrikence,0
386,Afrirampo,16
7261,"Afrissippi feat. Youssou N'Dour, Neneh Cherry and Guelel Kumba",0
20575,Afro D,0
14095,Afrocubism,4
9892,Afrodita,0
6249,Afroskull,0
4483,After Party,3
3235,After The Ice,0
387,Afternoon Penis,2
12580,Afxjim,0
14843,AG Davis,1
19129,AG Davis & Jaan Patterson,4
20309,AG Davis & The Boy + Girl,3
18065,AG Davis and Anthony Donovan,0
20222,AG Davis and Jaan Patterson,1
14844,AG Davis and Jamison Williams,0
19139,AG Davis and Steven Bristol,1
20223,AG Davis and The BoyplusGirl,1
20221,AG Davis and {AN} EeL,1
3515,AG3io Strong and Wrong,0
16913,Agan,0
14003,agata spring,0
9374,Agathe Laforge,0
10466,Age Wave & Dinner Music,0
6159,Agent Fresco,1
3448,Agents del Futuro,3
8284,AGF/Delay,12
16062,agnès pe,0
18089,Agnieszka Cie Nienawidz,0
18600,Agnieszka Cie Nienawidzi,1
16618,Agnosept,1
12993,Agnosie,0
6374,Agnostic Mountain Gospel Choir,3
15524,Agonidaeline,1
8073,Agoostus,6
8074,agoostus & Henna Dress,0
3679,Agrarians,0
4339,Agripon,0
12013,agrupación musical nativaquechua netamente rural de la poblacion de Ñuqui,0
11906,Agusti Fernandez,0
12051,Agusti Fernandez/Peter Kowald,0
17486,Ahad,0
7442,Ahad & Despera,0
7443,Ahad & Despera/Zsolt Sõrés aka Ahad,0
2596,Ahmet Djewdet,3
390,Ai Aso,2
11237,Aias,2
2894,Aidan Baker,25
7946,Aidan Baker & Ben Fleury-Steiner,0
18003,Aidan Baker & Samuel Antonin,1
3256,AIDS Wolf,17
7704,Aileen Stanley,0
12516,Aim Low,1
17777,Ain't No Love,19
20829,Aina Haina,2
20628,Ainst Char,1
1692,Air Conditioning,0
20990,Air Waves,1
18000,Aires,1
20931,Aires Ferreira,0
19300,Airglow,21
5640,Airships,0
7172,airtone,1
53,Airway,4
17040,Aislinn,7
16079,aisth,0
7508,AJ,0
16724,Ajda the Turkish Queen,1
16725,Ajda the Turkish Queen,0
12122,Ajilvsga,5
5382,AK Slaughte,0
392,AK Slaughter,0
17192,Ak'chaamel,0
15412,"Ak'chamel, The Giver of Illness",18
18066,Akaman,0
17724,Akarola,0
3021,Akasha Blade,0
10230,Akathasquid,0
11101,akaUNO,3
12041,Akauzazte,4
12084,Akauzazte Danok,0
13650,Aka_bondage,0
15726,Akchamel Giver of Illness,0
10335,Akhet,1
1100,Aki Onda,1
2131,Akiko Hashim,0
7586,Akoustik Timbre Frekuency,2
16282,Akris,0
3365,Akron/Family,22
16534,Aktivehate,6
19204,aktiv[E|H]ate,0
15632,Akuma,0
4537,Al Benard,0
12820,Al Bernard,0
18793,Al Coholic & Serhio Efremis,0
2251,Al Duvall,21
2514,Al Duvall And Singing Sadie,0
5068,Al Jolson,4
17408,al karpenter,0
18452,Al Lover,1
18306,AL355I0,0
15457,Ala Social Net,0
15455,Ala Social Net - Various Artists,0
16131,Ala Social Net 2012,1
14379,Alabama Shakes,0
12085,Alaclair Ensemble,31
7658,Alak,1
16139,Alamout Black,0
15459,Alan Driscoll,3
17667,Alan Judson,0
17662,Alan Judson (Feat. Mariah Carey),0
4639,Alan Licht,3
14232,Alan McLean,0
20522,Alan Singley,24
1361,Alan Vega,13
2252,Alan Vega & Oneida,8
12208,Alan Watts,1
20445,Alas de Mosca,1
9308,"Alas, Alak, Alaska!",0
9313,"Alas, alak, Alaska! (NOUS)",1
20627,Alasdair Cooper,12
5429,Alasdair MacLean,3
11395,Alash,0
4799,Alash Ensemble,32
5150,Alaska,0
5163,Alaskas,0
14391,Alastair Camero,0
16675,Alastair Galbraith,0
16778,Alberich,3
8419,Albert Beger,6
13305,Albert Beger and Gerry Hemingway,0
8655,Albert Beger Elctroacoustic Band,0
10109,Albert Beger's 5,0
10802,Albert Benzler and Fred Van Eps,0
2382,Albert Campbell and Henry Burr,0
9568,Albert Glasser,6
5378,Albert Henry,1
10443,Albert Spalding,0
12525,Albert Whelan,0
6041,Albino Ghost Monkey,8
9899,Album,0
8755,album name Diploide / Garbanzo,0
7503,Alcove,0
15955,Alcrani,0
18034,Alcrete,0
20677,Aldaraia,2
11467,Aldo Becca,2
3367,Alec K Redfearn & the Seizures,7
54,Alec K. Redfearn & the Eyesores,11
6199,Alec Ounsworth,0
18768,Alec's Band,6
7756,Aleix Pitarch,0
7341,Alejandra and Aeron,0
2800,Alejandro Escovedo,6
9507,Alejandro Morse,0
15592,Alejandro Remeseiro,2
10356,Aleksi Eeben,1
3646,Aleksi Virta,2
55,Alela Diane,0
17987,Aleph,0
9475,Aless,0
15964,Alessandra Celletti & Jaan Patterson,5
8645,Alessandro Bosetti,3
20487,Alessandro Coronas/Laura Mura,0
2232,Alessi,0
11181,Alessi's Ark,1
19952,Alessio Bargiacchi,0
20723,Alex,0
9247,Alex B,0
13651,Alex Charles,0
14845,Alex Drool & Nico Teen,0
20133,Alex Fitch,21
17589,Alex Gross,1
18480,Alex Marantz,1
18876,Alex Mason,24
4237,Alex Mauer,8
20915,Alex Moore,0
20694,Alex n Wiill,0
3767,Alex Waterman,0
5406,Alex Waterman / Ikue Mori / Ned Rothenberg,0
5326,Alex Waterman / Robert Ashley,0
2317,"alex waterman, dafna naftali, darius jones",0
2318,"Alex Waterman, Dafna Naphtali and Darius Jones",0
6888,Alex White,0
5574,Alex077,1
20802,Alexander Chereshnev,0
20839,alexander chernyshkov and marina poleukhina,0
18206,ALEXANDER CROW,0
8317,Alexander Daf,0
6612,Alexander Ghindin,0
6613,"Alexander Ghindin, piano",0
8759,Alexander Kibanov & Norihito Kodama,5
6567,Alexander Kibanov + Alexei Borisov + Alexei Bortnichuk + Cisfinitum + Hutopia,2
15169,Alexander Kläser,0
2409,alexander stone,0
5104,Alexander Turnquist,7
6407,Alexander Wendt,0
14495,Alexandre Bateiras,22
14007,Alexandre Joly,0
19263,Alexandre klinke,10
10135,Alexandre Navarro,8
13804,Alexandre Navarro | Virgo,0
14072,Alexandredavidegabriel,2
7337,AlexandreDavidGabriel,4
11831,AlexandredavidgabrielAntonio,0
11092,AlexandredavidgabrielInès,0
11093,AlexandredavidgabrielMehdi,0
8178,Alexandrina,0
15761,Alexei Biryukoff,0
9319,Alexei Borisov,0
7155,Alexei Borisov & Anton Nikkilä,0
18244,Alexei Borisov and Anton Mobin,4
17471,Alexei Borisov and Yuri Yaremchuk,0
16413,"Alexei Borisov, Olga Nosova and Jelena Glazova",0
14846,"Alexei Borisov, Olga Nosova, Giuseppe Birardi and Dario Fariello",0
10689,Alexi Murdoch,2
9891,Alexico,0
14632,alexusual,0
16900,ALEXZIQ,0
19767,alfa,0
11303,Alfred Bizarro To Be Exactly,2
6370,Alfred Cortot,1
11974,Alfredo Costa Monteiro & Tim Olive,1
16354,alg0rh1tm,0
15221,Algesis,1
15223,Algesis & Yrrow,0
15358,Ali Sternburg,0
14233,Alia Eleu Thera,0
20322,Alialujah Choir,24
15581,Alias Lou,0
17741,Alice Bag,0
12464,Alice Hui-Sheng Chang,0
20916,Alice In Wonderland Syndrome,0
5337,Alice Lloyd,0
5709,Alice Rose,1
8151,Alien Pimp,0
13236,Alien Pornography,3
10455,Alien Whale,5
8797,"AlienAqtor, Disorder of Rage (DxOxRx), Flanicx, and Rod Brandao",5
17452,Alienpig,0
5741,Aligning Minds,0
5323,Alina Simone,2
19236,Alinta Krauth,0
18257,Alison Eales,0
12275,Alison Knowles,2
3825,Alissid Jazz,0
15082,All Blacks,0
20734,All Dogs,1
6452,All in the Golden Afternoon,1
8760,All India Radio,2
5146,All Scars,3
20689,All Shall Be Well,0
20690,All shall be well (and all shall be well and all manner of things shall be well),0
4494,All Star Trio,3
18875,All The Empires Of The World,2
7294,All The Hats,0
18584,All Urban Outfield,3
5472,All-Star Trio,0
8717,all2gethernow,2
9200,Alla Polacca,0
16033,Allah-Las,9
5526,"Allbee, Giffoni",0
15372,Allen Riley and Fran Agnone,0
6375,Allergie gegen die langweilige,0
10512,Alley Vision,0
11305,Allfits,2
19878,Allie Automne (prod. by Meera),0
10336,Alligator Crystal Moth,10
11671,Alligator Indian,8
14288,Allison,1
13868,Allison Chanic,0
3656,Allison Crowe,3
9369,Allison Weiss,3
19168,Allister Thompson,6
14759,AllThatFall,0
17701,Allysen Callery,3
5249,Alma Gluck,0
4113,Alone in 1982,0
13794,Alone With Everybody,0
8584,Alozeau & Jean Montag,3
7466,Alpen,1
11501,Alpha Couple,3
19816,Alpha Hydrae,0
20545,alpha jaguar,0
8443,Alpha Yaya Diallo,3
14290,Alphabethead,0
18928,alphabets,0
8157,Alphabets Heaven,3
5916,Alphonse de Montfroyd,0
7090,Alps,0
8376,alright lover,11
8377,alright.lover,0
13790,Altaïr,2
8425,Alterboys,0
15826,Altered Boys,0
8549,Altered:Carbon,28
9153,Altered:Carbon & Kendall WA,1
16750,Alterior,1
2291,Alternahunk,7
9340,Altf4,0
8897,Alto Clark,1
7154,Alva Noto,7
14890,Alvari Lume,0
402,Alvaro,7
11729,Alvaro Ruiz,0
13482,Alvin Lucier,0
10544,Ama,1
3132,Amalfi,0
19305,Amalgamated Futureless Artists,1
9312,AMANDA,44
17668,Amanda Lewis & Travis Taylor,0
12459,Amanda Stewart,0
3221,Amanyth,2
4644,Amar-Hindemith Quartet,0
16590,Amaranth,0
14302,Amateur Childbirth,0
13584,Amaya Laucirica,1
13602,Amaya Laurica,0
10772,Amazing Bahia e i Fanciulli Protosportivi,3
9861,Amazing in Bed,0
8395,Amazing/Wow,0
11211,Amber Lions,2
11739,Ambi:Non,0
20918,Ambiansu,0
5910,Ambidextrous,0
20934,Ambience,0
7587,Ambient Fabric,2
3949,Ambienteer,3
18504,Ambitious Tugboat (Pancho The Kid),0
12358,Ambrose Chapel,0
6303,Ambrosia Rasputin,0
9297,Amelita Galli-Curci,1
5004,Amen Dunes,24
8140,American Green,0
17253,American Ice Age,0
5825,American Music Club,3
4538,American Quartet,0
10431,"American Symphony Orchestra (West Orange, N.J)",0
10016,Ami Dang,17
4087,Amiga Agia,0
7546,Amil Byleckie,7
5379,Amilita Galli Curci,0
5387,Amilita Galli-Curci,0
5403,Amit Erez,1
11569,Amitron_7,8
11351,Amity In Fame,0
6768,Amnésie,0
406,Amoeba (Raftboy),0
3397,Amoeba Men,3
56,Amoebic Ensemble,7
7072,Amokdrang,1
4848,Amolvacy,3
8312,Amorph,0
8898,Amorphedrine,0
8762,AmortE,1
18977,Amouth,1
8507,Ampersand,1
16414,Ampersand and Anthony Donovan,0
11762,Ampersand and Zolan Quobble,0
16415,Amphibolous,0
18018,Ample Mammal,0
14087,Amplified Cactus Salon,0
5070,Amy Anelle,0
5069,Amy Annelle,3
5355,Amy Butler,0
6059,Amy Millan,5
7458,Amy Sayer,17
7819,Amy Sayer,0
17710,an0va,0
19458,Ana Bogner,1
6256,Ana Radar,0
2621,anaananaan,0
8899,äNACRUSä,0
5860,Anagramm,0
9649,Anakord,0
19916,Anal Sadist,1
17196,analoc,0
9011,Anamanaguchi,47
19264,Anamoli,2
15236,Anaphora,0
17165,Anastasia Vronski & Ricardo Alrucini,0
9048,Anat Spiegel,0
3259,ANAVAN,2
14847,Anbis,0
15892,Anchortell,0
17423,Ancient Lasers,0
13375,And Academy,0
408,And You Will Know Us By The Trail of Dead,0
17410,And.,4
9278,Anders Ilar,0
5801,Anders Lindsjö,2
13996,Andersens,0
18548,Andiluvian,0
10440,André Benoist,0
13652,"Andre Caputo, Noura Sanatian and Noel Taylor",0
14894,André Damião,0
18849,"Andre Darius, Paul Mimlitsch, Martin Pozdrowicz",0
18848,Andre Darius; Paul Mimlitsch; Martin Pozdrowicz,1
4584,André Marchal,0
7588,André Pissoir,10
11094,André Pissoir & undRess Béton,1
11095,André Pissoir & undRess Béton,0
7850,Andre Stitt Vs. Brothers Peeesseye,1
2836,Andre Williams,4
3887,Andre Williams &amp; 2 Star Tabernacle,0
13462,Andrea,2
8740,Andrea Baroni,1
10619,Andrea Belfi,1
16611,Andrea Carri,27
4461,Andrea Donau,1
16888,andrea pensado,0
16892,andrea pensado and alexei borisov,0
16890,andrea pensado and andrea de los santos,0
16889,andrea pensado and davindar singh,0
16891,andrea pensado and walter wright,0
15980,Andrea Silenzi,0
17233,Andrea Tomasi,3
2134,Andreas Bick,0
21114,Andreas Woiger,0
8,Andres Ammer and FM Einheit,0
18651,andrés elstein,2
2135,Andres Renteria,0
476,Andrew Bird,3
14418,Andrew Bisset,7
15557,Andrew C. Smith,0
13785,Andrew Cedermark,3
5665,Andrew Christopher Smith,8
12019,Andrew Cyrille & Richard Teitelbaum,3
4105,Andrew Gleason,0
7410,Andrew Howes,10
20743,Andrew Kirejev and ASTMA,1
10785,Andrew Lampert,0
4769,Andrew Oliver and Kane Mathis,0
6363,Andrew Oliver Kora Band,1
2132,Andrew Pekler,1
20655,Andrew Seistrup,19
10765,Andrew Sinclair,0
5666,Andrew Smith,0
4973,Andrew Vincent,1
4985,Andrew Vincent And The Pirates,2
21116,Andrew Walton,1
5919,Andrey Kiritchenko,0
3530,Andrij Orel,2
13524,Andris Balins,0
12699,Andu Simion,0
5857,Andulus,0
8136,Andy & Muzz,4
10015,Andy & Zeus,10
20985,Andy G. Cohen,2
58,Andy Hayleck,1
16146,Andy MacMillan,0
14033,Andy Moor & Yannis Kyriakides,1
18806,Andy Ortmann,0
4063,Andy Wagner,2
14123,andybrannan,0
12406,Anenon,7
17617,Angel Alanis,2
12712,Angel Eyes,2
8283,Angela Aux,1
5193,Angela Jaeger,0
7552,Angela Valid,1
15327,Angelika Fischer with friends,0
2984,Angels in America,69
4496,Angels of Light,10
2933,Angelsh,0
9345,angil,1
9253,ANGO,0
9857,Angsa & Serigala,0
4747,Angst Hase Pfeffer Nase,7
16586,Angstbreaker,2
9722,Angstrom Records,0
13069,Ania Courtis,0
6660,Anidou,0
19102,Anima,22
8836,Animal Machine,0
4064,Animal Style,4
59,Animal Writes,0
5404,Animals & Men,18
1753,Animosity &amp; Drumcorps,11
18703,Aniqatia,3
6008,Anita,8
6009,Anita,7
8021,Anitek,73
6857,Anjelly Nice,0
13653,Anla Courtis,1
12566,Ann Alee,0
12456,Anna Chase,1
18521,Anna Fox Rochinski,0
18644,Anna Friz,0
16416,Anna Homler & Sylvia Hallett,0
20856,Anna Jordan,2
20326,Annalisa Tornfelt,0
17297,Anne LeBaron,0
18204,ANNE MARIE,0
20469,ANNE MARIE with HPE,0
7389,Anne van Schothorst,10
18433,Anne-F Jacques,1
12274,Annea Lockwood,3
11883,Annette Krebs/Taku Unami,2
7927,Annie And The Asexuals,0
7925,Annie Anxiety Bandez,0
7926,Annie Anxiety Bandez,0
7928,Annie Anxiety BandezAnnie And The Asexuals,0
13070,Annie Dee and Spidey Agutter,0
2136,Annie Goh,0
15930,Annoying Ringtone,0
8232,Annuals,0
18307,Anokie,0
5183,Anomie Belle,1
12362,Anon,0
6755,Anonymeye,1
9557,Anonymous,1
2934,Anonymous Choir,7
9817,Anonymous Tapes Series,0
18415,another cultural landslide,5
8458,Another Day On Earth,2
9707,Another moody sunday,0
13654,anotherAntidote,0
411,Ansambl Mastika,3
9698,ANT,2
19353,ant dickinson,0
14014,Ant Neely,17
17125,Ant The Symbol,5
4021,Antanas Jasenka,3
4025,Antanas Kucinskas,0
6916,Antennas Erupt 1280,0
6915,Antennas Erupt!,7
5751,Antenne,0
19115,Antethic,3
13989,Anthony & Substanshall,0
13656,Anthony and Substanshall,1
11995,Anthony Braxton,6
15896,Anthony Donovan,2
11052,Anthony Donovan & Clive Graham,1
18067,Anthony Donovan & Jaan Patterson,1
16417,Anthony Donovan and Anton Mobin,0
12311,Anthony Donovan and Clive Graham,0
12312,Anthony Donovan and Ian Linter,0
12313,Anthony Donovan and John Hyatt,0
20432,"Anthony Donovan, Hopek Quirin & Jaan Patterson",1
15958,"Anthony Donovan, Hopek Quirin, Jaan Patterson",1
19937,Anthony Osborne,1
20224,Anthony Osborne and Ronny Waernes,1
10606,Anthony Pateras,1
10607,Anthony Pateras & Valerio Tricoli,2
2050,Anthony Saunders,1
14615,Anthony Seeha,0
12176,Anti-Cheat,0
5527,"Anti-Ear, Carlos Giffoni, Hans Grusel, J Graf, Liz Allbee, M.V. Carbon, and SIXES.",0
8823,Anti-Matt3r,0
5452,Anti-Pop Consortium,24
10245,Anti/Uton,2
1908,Anti:Clockwise,0
18448,Anticipation,0
413,Antiguo Automata Mexicano,4
10590,Antiphon,0
5669,Antipop Consortium,0
5936,Antipop Consortium/Taotekid,0
4498,Antique Phonograph Music Program [Various Artists],41
5604,Antithetical,1
13817,Antn Hrkwk,1
10696,Antoine Beuger,1
14962,Antoine Chessex,0
7558,Anton,1
4895,Anton Belov,1
18420,Anton Katon,0
7589,Anton Mobin,7
7590,Anton Mobin & Denis McCarty,2
7423,Anton Mobin & Zoologic,3
11763,Anton Mobin Deadzoo Murmurists,0
20437,"Anton Mobin, Jaan Patterson & Patrizio Pica",1
10771,"Anton Mobin, Joséphine Muller, Ian Linter",1
7347,Anton Nikkilä,0
4401,Anton Oosterwijk,0
5112,Anton Webern,3
5113,Anton Webern (delete),0
5614,Antonio Contador,2
17482,Antonio de Braga,1
20225,Antonio de Braga and datewithdeath,1
16914,Antonio Muñoz von Furstenberg,1
7960,Antony Milton,6
7170,Antony Raijekov,26
13748,Antropsy,0
9016,Antti Tolvi,1
13176,Anyonmous,0
6358,Aoiroooasamusi,21
17874,Aortha,2
5568,aota,0
1850,AP3S,0
1597,Apache,1
10382,Apache Dropout,29
18269,Apache Tomcat,67
